case_name,geom_name,split,alt_kft,Re,M_inf,alpha_deg,beta_deg,CL,CD,CMy,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3
case_6613,geom_661,train,14.38,19770000.0,0.408,-8.35,0.0,-0.357472171419,0.022980723615,0.185717088937,118.3,83.47,393.2,1000.0,763.5,263.0,88.53,43.48,41.74,27.29
case_6614,geom_661,train,19.07,6161000.0,0.06215,13.34,0.0,0.5629691793,0.051933523462,-0.297635796456,118.3,83.47,393.2,1000.0,763.5,263.0,88.53,43.48,41.74,27.29
case_6615,geom_661,train,2.197,10260000.0,0.327,15.63,0.0,0.676315371227,0.072689419855,-0.359519490509,118.3,83.47,393.2,1000.0,763.5,263.0,88.53,43.48,41.74,27.29
case_6616,geom_661,train,25.54,9581000.0,0.1412,6.019,0.0,0.256652752369,0.014216381149,-0.133944461392,118.3,83.47,393.2,1000.0,763.5,263.0,88.53,43.48,41.74,27.29
case_6617,geom_661,train,9.452,11630000.0,0.216,1.622,0.0,0.072837370342,0.005267456695,-0.038067782802,118.3,83.47,393.2,1000.0,763.5,263.0,88.53,43.48,41.74,27.29
case_6618,geom_661,train,28.26,2099000.0,0.4191,10.71,0.0,0.473834859937,0.038453424699,-0.249533918729,118.3,83.47,393.2,1000.0,763.5,263.0,88.53,43.48,41.74,27.29
case_6619,geom_661,train,7.256,23850000.0,0.1385,-3.879,0.0,-0.157219173865,0.007774631039,0.081071802435,118.3,83.47,393.2,1000.0,763.5,263.0,88.53,43.48,41.74,27.29
case_6621,geom_662,train,6.074,15730000.0,0.1077,-1.335,0.0,-0.063714169425,0.00523824668,0.057855414014,133.5,172.7,586.8,1000.0,849.8,235.1,76.37,58.33,47.18,29.54
case_6622,geom_662,train,14.95,18410000.0,0.1948,5.786,0.0,0.322976425777,0.014220122947,-0.30242103979,133.5,172.7,586.8,1000.0,849.8,235.1,76.37,58.33,47.18,29.54
case_6623,geom_662,train,23.9,3987000.0,0.1798,16.42,0.0,0.89394131303,0.080844964944,-0.829890599935,133.5,172.7,586.8,1000.0,849.8,235.1,76.37,58.33,47.18,29.54
case_6624,geom_662,train,10.7,28750000.0,0.4505,-9.853,0.0,-0.551606171324,0.032797716494,0.512757270975,133.5,172.7,586.8,1000.0,849.8,235.1,76.37,58.33,47.18,29.54
case_6625,geom_662,train,39.33,4845000.0,0.3587,0.7609,0.0,0.05118105352,0.005823795015,-0.049343123063,133.5,172.7,586.8,1000.0,849.8,235.1,76.37,58.33,47.18,29.54
case_6626,geom_662,train,3.979,59410000.0,0.3008,12.99,0.0,0.724980802874,0.05286058548,-0.677023746946,133.5,172.7,586.8,1000.0,849.8,235.1,76.37,58.33,47.18,29.54
case_6628,geom_662,train,31.13,14530000.0,0.3836,19.89,0.0,1.111195920676,0.121422593024,-1.030963307016,133.5,172.7,586.8,1000.0,849.8,235.1,76.37,58.33,47.18,29.54
case_6629,geom_662,train,32.16,322700.0,0.06152,8.161,0.0,0.447418219869,0.026591418466,-0.418434989709,133.5,172.7,586.8,1000.0,849.8,235.1,76.37,58.33,47.18,29.54
case_6630,geom_663,train,12.49,2193000.0,0.2201,14.86,0.0,0.891267195829,0.081618503009,-0.738193454808,192.2,185.3,456.1,1000.0,673.3,236.0,87.32,47.3,49.44,24.21
case_6631,geom_663,train,1.82,21850000.0,0.1093,4.551,0.0,0.275809106437,0.012086071503,-0.229817740052,192.2,185.3,456.1,1000.0,673.3,236.0,87.32,47.3,49.44,24.21
case_6632,geom_663,train,18.56,32080000.0,0.4315,-8.393,0.0,-0.518805266851,0.030010073677,0.430889017524,192.2,185.3,456.1,1000.0,673.3,236.0,87.32,47.3,49.44,24.21
case_6633,geom_663,train,30.27,32580000.0,0.4719,-3.546,0.0,-0.220272774176,0.009345573055,0.183180476175,192.2,185.3,456.1,1000.0,673.3,236.0,87.32,47.3,49.44,24.21
case_6634,geom_663,train,23.8,11990000.0,0.1631,11.06,0.0,0.663874065778,0.046671336036,-0.550888426715,192.2,185.3,456.1,1000.0,673.3,236.0,87.32,47.3,49.44,24.21
case_6635,geom_663,train,9.317,5124000.0,0.07713,6.95,0.0,0.41766966665,0.022270937997,-0.347358000997,192.2,185.3,456.1,1000.0,673.3,236.0,87.32,47.3,49.44,24.21
case_6636,geom_663,train,7.779,46740000.0,0.298,8.248,0.0,0.506646829173,0.02845165279,-0.422235961452,192.2,185.3,456.1,1000.0,673.3,236.0,87.32,47.3,49.44,24.21
case_6637,geom_663,train,26.84,4994000.0,0.235,18.89,0.0,1.125905864065,0.126806433616,-0.928667788032,192.2,185.3,456.1,1000.0,673.3,236.0,87.32,47.3,49.44,24.21
case_6638,geom_663,train,35.85,7537000.0,0.3664,-0.8673,0.0,-0.048839759089,0.005988859689,0.039735745685,192.2,185.3,456.1,1000.0,673.3,236.0,87.32,47.3,49.44,24.21
case_6639,geom_663,train,39.71,10970000.0,0.3531,-4.279,0.0,-0.258299861051,0.01175282236,0.214026713114,192.2,185.3,456.1,1000.0,673.3,236.0,87.32,47.3,49.44,24.21
case_6640,geom_664,train,37.87,4163000.0,0.07678,-7.227,0.0,-0.40226478896,0.019615856728,0.371714423119,196.7,82.58,584.7,1000.0,559.5,273.4,65.1,56.91,41.54,37.24
case_6641,geom_664,train,15.79,42960000.0,0.324,19.64,0.0,1.14986834604,0.114858879847,-1.065901340375,196.7,82.58,584.7,1000.0,559.5,273.4,65.1,56.91,41.54,37.24
case_6642,geom_664,train,10.98,81150000.0,0.4866,-3.102,0.0,-0.179252640498,0.006983837926,0.166558645858,196.7,82.58,584.7,1000.0,559.5,273.4,65.1,56.91,41.54,37.24
case_6643,geom_664,train,24.74,5699000.0,0.1483,9.796,0.0,0.573472927792,0.03263811424,-0.537045636193,196.7,82.58,584.7,1000.0,559.5,273.4,65.1,56.91,41.54,37.24
case_6644,geom_664,train,5.225,7107000.0,0.185,6.737,0.0,0.399071211406,0.018568388623,-0.374745720743,196.7,82.58,584.7,1000.0,559.5,273.4,65.1,56.91,41.54,37.24
case_6645,geom_664,train,2.215,27530000.0,0.2656,1.921,0.0,0.122288615494,0.00607638754,-0.1165163271,196.7,82.58,584.7,1000.0,559.5,273.4,65.1,56.91,41.54,37.24
case_6646,geom_664,train,31.94,7478000.0,0.2989,11.73,0.0,0.696469884821,0.045194351186,-0.65285469749,196.7,82.58,584.7,1000.0,559.5,273.4,65.1,56.91,41.54,37.24
case_6647,geom_664,train,32.68,1153000.0,0.1304,-4.923,0.0,-0.27222302274,0.013567209493,0.251680160151,196.7,82.58,584.7,1000.0,559.5,273.4,65.1,56.91,41.54,37.24
case_6648,geom_664,train,21.78,26600000.0,0.4136,15.91,0.0,0.958649101425,0.080346940316,-0.897813160537,196.7,82.58,584.7,1000.0,559.5,273.4,65.1,56.91,41.54,37.24
case_6650,geom_665,train,26.7,23730000.0,0.3613,19.85,0.0,1.160947764121,0.125812146422,-0.840342790514,161.5,128.7,596.4,1000.0,843.7,245.9,63.46,43.03,42.58,30.83
case_6651,geom_665,train,19.29,19060000.0,0.4619,10.97,0.0,0.667019316583,0.043357374433,-0.484992010575,161.5,128.7,596.4,1000.0,843.7,245.9,63.46,43.03,42.58,30.83
case_6652,geom_665,train,14.69,4951000.0,0.06089,-8.616,0.0,-0.470320173125,0.025734564919,0.33468877689,161.5,128.7,596.4,1000.0,843.7,245.9,63.46,43.03,42.58,30.83
case_6653,geom_665,train,31.33,1031000.0,0.1692,16.93,0.0,0.965615295442,0.090741916318,-0.698009164121,161.5,128.7,596.4,1000.0,843.7,245.9,63.46,43.03,42.58,30.83
case_6654,geom_665,train,35.08,24900000.0,0.3793,-0.6694,0.0,-0.028736629539,0.004970913156,0.01911269231,161.5,128.7,596.4,1000.0,843.7,245.9,63.46,43.03,42.58,30.83
case_6656,geom_665,train,3.555,21510000.0,0.128,-3.316,0.0,-0.176191698016,0.007775630012,0.124742382595,161.5,128.7,596.4,1000.0,843.7,245.9,63.46,43.03,42.58,30.83
case_6657,geom_665,train,8.952,72080000.0,0.4257,-6.291,0.0,-0.360271811264,0.015708097418,0.257525725724,161.5,128.7,596.4,1000.0,843.7,245.9,63.46,43.03,42.58,30.83
case_6658,geom_665,train,36.12,3671000.0,0.1914,5.341,0.0,0.311909470344,0.014524259079,-0.225773458118,161.5,128.7,596.4,1000.0,843.7,245.9,63.46,43.03,42.58,30.83
case_6659,geom_665,train,5.226,9740000.0,0.2361,4.192,0.0,0.248311817855,0.010705921579,-0.180062621823,161.5,128.7,596.4,1000.0,843.7,245.9,63.46,43.03,42.58,30.83
case_6660,geom_666,train,39.56,122400.0,0.05679,13.66,0.0,0.78576086523,0.066101130228,-0.616467521955,194.4,75.09,522.1,1000.0,671.5,244.8,71.93,51.29,41.48,34.0
case_6661,geom_666,train,14.03,9644000.0,0.4121,19.36,0.0,1.155718455649,0.126722770893,-0.90804171109,194.4,75.09,522.1,1000.0,671.5,244.8,71.93,51.29,41.48,34.0
case_6662,geom_666,train,10.86,60840000.0,0.4604,8.584,0.0,0.527108544614,0.028896029405,-0.415650311398,194.4,75.09,522.1,1000.0,671.5,244.8,71.93,51.29,41.48,34.0
case_6664,geom_666,train,29.85,7973000.0,0.1894,-4.705,0.0,-0.260385692448,0.012023264202,0.201466327925,194.4,75.09,522.1,1000.0,671.5,244.8,71.93,51.29,41.48,34.0
case_6665,geom_666,train,16.51,32540000.0,0.254,-0.8584,0.0,-0.040937237915,0.005153649413,0.030594971923,194.4,75.09,522.1,1000.0,671.5,244.8,71.93,51.29,41.48,34.0
case_6667,geom_666,train,0.9703,21340000.0,0.4065,3.931,0.0,0.242757540943,0.010335470317,-0.191733092525,194.4,75.09,522.1,1000.0,671.5,244.8,71.93,51.29,41.48,34.0
case_6668,geom_666,train,35.71,6038000.0,0.1163,16.34,0.0,0.940296545367,0.08597978431,-0.735833207118,194.4,75.09,522.1,1000.0,671.5,244.8,71.93,51.29,41.48,34.0
case_6669,geom_666,train,7.421,30870000.0,0.1768,-2.846,0.0,-0.154101856309,0.00717652279,0.118705696389,194.4,75.09,522.1,1000.0,671.5,244.8,71.93,51.29,41.48,34.0
case_6671,geom_667,train,33.69,7239000.0,0.4136,17.44,0.0,1.097886692009,0.107891061521,-0.793912237733,197.8,70.3,586.5,1000.0,705.9,232.5,68.23,41.85,58.72,25.69
case_6672,geom_667,train,2.939,15880000.0,0.232,-6.012,0.0,-0.349244839197,0.015776201491,0.24797919434,197.8,70.3,586.5,1000.0,705.9,232.5,68.23,41.85,58.72,25.69
case_6674,geom_667,train,30.12,20860000.0,0.3468,16.42,0.0,1.018862035962,0.093073302147,-0.735373866295,197.8,70.3,586.5,1000.0,705.9,232.5,68.23,41.85,58.72,25.69
case_6675,geom_667,train,36.03,20860000.0,0.2931,-8.327,0.0,-0.491918308561,0.02569999526,0.349830245884,197.8,70.3,586.5,1000.0,705.9,232.5,68.23,41.85,58.72,25.69
case_6677,geom_667,train,22.78,146900.0,0.05445,12.81,0.0,0.770105946726,0.060435850348,-0.554932252527,197.8,70.3,586.5,1000.0,705.9,232.5,68.23,41.85,58.72,25.69
case_6678,geom_667,train,11.53,10030000.0,0.1434,4.175,0.0,0.258720469296,0.0111999432,-0.186648503571,197.8,70.3,586.5,1000.0,705.9,232.5,68.23,41.85,58.72,25.69
case_6679,geom_667,train,17.68,7494000.0,0.381,8.642,0.0,0.545729216005,0.030393743935,-0.394320020388,197.8,70.3,586.5,1000.0,705.9,232.5,68.23,41.85,58.72,25.69
case_6682,geom_668,train,29.12,13330000.0,0.1927,19.6,0.0,0.980047834251,0.093444945009,-0.799371521587,117.0,87.22,675.8,1000.0,846.1,259.0,81.41,44.72,59.81,33.72
case_6683,geom_668,train,7.345,59560000.0,0.3818,15.48,0.0,0.807129848049,0.062894272079,-0.664921490393,117.0,87.22,675.8,1000.0,846.1,259.0,81.41,44.72,59.81,33.72
case_6684,geom_668,train,25.61,876000.0,0.0715,5.893,0.0,0.301851587788,0.01460054766,-0.248593315373,117.0,87.22,675.8,1000.0,846.1,259.0,81.41,44.72,59.81,33.72
case_6685,geom_668,train,9.9,12110000.0,0.2911,-2.424,0.0,-0.109794482112,0.005770191734,0.088278221011,117.0,87.22,675.8,1000.0,846.1,259.0,81.41,44.72,59.81,33.72
case_6686,geom_668,train,34.1,10350000.0,0.1364,-8.653,0.0,-0.413649263687,0.020366539265,0.334613316081,117.0,87.22,675.8,1000.0,846.1,259.0,81.41,44.72,59.81,33.72
case_6687,geom_668,train,16.73,28150000.0,0.3356,2.446,0.0,0.136632389821,0.005774861982,-0.113675621627,117.0,87.22,675.8,1000.0,846.1,259.0,81.41,44.72,59.81,33.72
case_6688,geom_668,train,37.38,20520000.0,0.4143,0.6111,0.0,0.044207213209,0.004501859298,-0.037922568496,117.0,87.22,675.8,1000.0,846.1,259.0,81.41,44.72,59.81,33.72
case_6689,geom_668,train,12.92,7068000.0,0.4655,9.936,0.0,0.534643307993,0.030105748521,-0.442082684873,117.0,87.22,675.8,1000.0,846.1,259.0,81.41,44.72,59.81,33.72
case_6690,geom_669,train,23.43,8126000.0,0.3158,-1.274,0.0,-0.054690989608,0.00509075929,0.037752564312,133.4,189.3,273.8,1000.0,590.1,231.6,70.93,52.42,44.39,26.41
case_6691,geom_669,train,1.48,13130000.0,0.0612,5.887,0.0,0.253537370395,0.014112762646,-0.176247366943,133.4,189.3,273.8,1000.0,590.1,231.6,70.93,52.42,44.39,26.41
case_6692,geom_669,train,36.37,7741000.0,0.1186,-6.743,0.0,-0.28729571375,0.017283971819,0.198923068375,133.4,189.3,273.8,1000.0,590.1,231.6,70.93,52.42,44.39,26.41
case_6693,geom_669,train,24.51,33850000.0,0.4565,12.95,0.0,0.582279882343,0.055708905712,-0.406807106079,133.4,189.3,273.8,1000.0,590.1,231.6,70.93,52.42,44.39,26.41
case_6694,geom_669,train,15.73,10570000.0,0.3437,18.2,0.0,0.792256322257,0.102033888682,-0.552282035248,133.4,189.3,273.8,1000.0,590.1,231.6,70.93,52.42,44.39,26.41
case_6695,geom_669,train,8.817,35390000.0,0.4394,14.87,0.0,0.663707750308,0.071548144902,-0.463534264533,133.4,189.3,273.8,1000.0,590.1,231.6,70.93,52.42,44.39,26.41
case_6696,geom_669,train,7.288,10200000.0,0.1571,-0.9179,0.0,-0.038372089673,0.004729568396,0.026366556828,133.4,189.3,273.8,1000.0,590.1,231.6,70.93,52.42,44.39,26.41
case_6697,geom_669,train,28.38,20500000.0,0.3846,-8.37,0.0,-0.36819843775,0.024823038624,0.255698370432,133.4,189.3,273.8,1000.0,590.1,231.6,70.93,52.42,44.39,26.41
case_6698,geom_669,train,16.69,680500.0,0.2492,8.611,0.0,0.374729447989,0.027824568511,-0.260992190074,133.4,189.3,273.8,1000.0,590.1,231.6,70.93,52.42,44.39,26.41
case_6699,geom_669,train,35.57,10990000.0,0.1889,4.097,0.0,0.178185020078,0.009261872783,-0.124017984192,133.4,189.3,273.8,1000.0,590.1,231.6,70.93,52.42,44.39,26.41
case_6700,geom_670,train,38.16,2045000.0,0.3842,16.27,0.0,0.836748936169,0.087241232252,-0.563314804697,173.6,59.77,412.5,1000.0,729.9,198.3,71.01,46.44,43.22,39.74
case_6701,geom_670,train,31.72,2675000.0,0.05845,-4.059,0.0,-0.192260916922,0.010828527576,0.125408666207,173.6,59.77,412.5,1000.0,729.9,198.3,71.01,46.44,43.22,39.74
case_6702,geom_670,train,33.13,9478000.0,0.2599,4.091,0.0,0.209207256175,0.010475348003,-0.138653513471,173.6,59.77,412.5,1000.0,729.9,198.3,71.01,46.44,43.22,39.74
case_6704,geom_670,train,4.608,24530000.0,0.1354,6.771,0.0,0.339246804319,0.01786736323,-0.224648373764,173.6,59.77,412.5,1000.0,729.9,198.3,71.01,46.44,43.22,39.74
case_6706,geom_670,train,13.64,71230000.0,0.4629,-2.149,0.0,-0.104331287108,0.005659507827,0.067869919079,173.6,59.77,412.5,1000.0,729.9,198.3,71.01,46.44,43.22,39.74
case_6707,geom_670,train,24.66,4739000.0,0.154,10.92,0.0,0.546596030535,0.039942804135,-0.364039163458,173.6,59.77,412.5,1000.0,729.9,198.3,71.01,46.44,43.22,39.74
case_6708,geom_670,train,3.174,10040000.0,0.3448,-9.894,0.0,-0.491071810923,0.033005536804,0.324011864874,173.6,59.77,412.5,1000.0,729.9,198.3,71.01,46.44,43.22,39.74
case_6709,geom_670,train,23.58,25710000.0,0.3186,-0.3351,0.0,-0.010776348865,0.005005370822,0.006228535446,173.6,59.77,412.5,1000.0,729.9,198.3,71.01,46.44,43.22,39.74
case_6710,geom_671,train,23.91,5745000.0,0.06881,7.857,0.0,0.437168951663,0.024952228155,-0.327438175749,191.7,138.0,425.7,1000.0,559.9,202.7,62.09,43.73,53.55,27.06
case_6711,geom_671,train,14.76,31290000.0,0.2524,8.871,0.0,0.500980795498,0.029873020432,-0.375804462286,191.7,138.0,425.7,1000.0,559.9,202.7,62.09,43.73,53.55,27.06
case_6712,geom_671,train,33.56,35850000.0,0.4391,4.098,0.0,0.243656994221,0.010437217908,-0.18440165497,191.7,138.0,425.7,1000.0,559.9,202.7,62.09,43.73,53.55,27.06
case_6713,geom_671,train,3.175,6729000.0,0.3575,-8.35,0.0,-0.468475702319,0.027876529452,0.34958180296,191.7,138.0,425.7,1000.0,559.9,202.7,62.09,43.73,53.55,27.06
case_6714,geom_671,train,29.82,1107000.0,0.09868,14.11,0.0,0.779115337683,0.06912265727,-0.582278893179,191.7,138.0,425.7,1000.0,559.9,202.7,62.09,43.73,53.55,27.06
case_6715,geom_671,train,7.119,29410000.0,0.3855,12.55,0.0,0.72277576866,0.05746294952,-0.543586470926,191.7,138.0,425.7,1000.0,559.9,202.7,62.09,43.73,53.55,27.06
case_6716,geom_671,train,27.09,17370000.0,0.275,-3.716,0.0,-0.203459234919,0.009190587893,0.151179070095,191.7,138.0,425.7,1000.0,559.9,202.7,62.09,43.73,53.55,27.06
case_6717,geom_671,train,9.402,20880000.0,0.1936,-0.5874,0.0,-0.027914600985,0.004956615258,0.019927793194,191.7,138.0,425.7,1000.0,559.9,202.7,62.09,43.73,53.55,27.06
case_6718,geom_671,train,36.9,15830000.0,0.4555,-5.096,0.0,-0.292015646201,0.013627299009,0.21857289047,191.7,138.0,425.7,1000.0,559.9,202.7,62.09,43.73,53.55,27.06
case_6719,geom_671,train,16.57,5788000.0,0.155,19.06,0.0,1.046470690296,0.118983276443,-0.778590682717,191.7,138.0,425.7,1000.0,559.9,202.7,62.09,43.73,53.55,27.06
case_6720,geom_672,train,31.02,13670000.0,0.1532,1.138,0.0,0.072298197426,0.005479750296,-0.053677422553,174.1,80.32,589.9,1000.0,596.4,229.1,71.52,44.85,40.91,35.92
case_6721,geom_672,train,23.92,40090000.0,0.3913,9.863,0.0,0.570877428696,0.03254640666,-0.415725732362,174.1,80.32,589.9,1000.0,596.4,229.1,71.52,44.85,40.91,35.92
case_6722,geom_672,train,16.65,9161000.0,0.2586,-9.828,0.0,-0.530745084127,0.030277257888,0.379583116495,174.1,80.32,589.9,1000.0,596.4,229.1,71.52,44.85,40.91,35.92
case_6723,geom_672,train,13.35,29990000.0,0.4746,13.07,0.0,0.767954108389,0.055712552866,-0.559796682076,174.1,80.32,589.9,1000.0,596.4,229.1,71.52,44.85,40.91,35.92
case_6724,geom_672,train,5.155,1406000.0,0.09888,-6.907,0.0,-0.364556480027,0.018599535789,0.260186540192,174.1,80.32,589.9,1000.0,596.4,229.1,71.52,44.85,40.91,35.92
case_6725,geom_672,train,8.823,2963000.0,0.09362,15.37,0.0,0.845329465112,0.069619509612,-0.611068598358,174.1,80.32,589.9,1000.0,596.4,229.1,71.52,44.85,40.91,35.92
case_6726,geom_672,train,1.131,32710000.0,0.3351,7.145,0.0,0.411231667527,0.019021574307,-0.29907764978,174.1,80.32,589.9,1000.0,596.4,229.1,71.52,44.85,40.91,35.92
case_6727,geom_672,train,39.98,7048000.0,0.2097,17.39,0.0,0.961511827167,0.087985886352,-0.69424196069,174.1,80.32,589.9,1000.0,596.4,229.1,71.52,44.85,40.91,35.92
case_6728,geom_672,train,32.03,19330000.0,0.3035,-3.144,0.0,-0.164802338732,0.007269260987,0.117305782649,174.1,80.32,589.9,1000.0,596.4,229.1,71.52,44.85,40.91,35.92
case_6729,geom_672,train,24.86,34960000.0,0.4481,3.624,0.0,0.219751144794,0.008564143657,-0.161142055887,174.1,80.32,589.9,1000.0,596.4,229.1,71.52,44.85,40.91,35.92
case_6730,geom_673,train,25.49,31770000.0,0.3327,4.951,0.0,0.229302849474,0.011500225343,-0.184632130415,123.6,165.2,339.5,1000.0,820.9,266.7,67.91,57.0,48.07,34.87
case_6731,geom_673,train,13.89,8531000.0,0.1081,19.51,0.0,0.86726532778,0.112788166475,-0.697932932565,123.6,165.2,339.5,1000.0,820.9,266.7,67.91,57.0,48.07,34.87
case_6732,geom_673,train,9.184,50490000.0,0.3083,0.4129,0.0,0.021784648864,0.004111337672,-0.018020648571,123.6,165.2,339.5,1000.0,820.9,266.7,67.91,57.0,48.07,34.87
case_6733,geom_673,train,2.661,10190000.0,0.4938,10.95,0.0,0.520731248508,0.042512586942,-0.421392443284,123.6,165.2,339.5,1000.0,820.9,266.7,67.91,57.0,48.07,34.87
case_6734,geom_673,train,21.84,5495000.0,0.08217,-7.727,0.0,-0.339836778339,0.021512352929,0.271319134652,123.6,165.2,339.5,1000.0,820.9,266.7,67.91,57.0,48.07,34.87
case_6735,geom_673,train,32.7,10230000.0,0.1698,13.23,0.0,0.595299206315,0.054653816889,-0.479006113957,123.6,165.2,339.5,1000.0,820.9,266.7,67.91,57.0,48.07,34.87
case_6736,geom_673,train,4.076,12550000.0,0.3884,6.758,0.0,0.315000357015,0.018449005192,-0.25387159964,123.6,165.2,339.5,1000.0,820.9,266.7,67.91,57.0,48.07,34.87
case_6737,geom_673,train,31.78,24390000.0,0.4268,15.87,0.0,0.737993198141,0.081164519941,-0.596763916092,123.6,165.2,339.5,1000.0,820.9,266.7,67.91,57.0,48.07,34.87
case_6738,geom_673,train,17.21,7969000.0,0.2139,-6.531,0.0,-0.2893884454,0.016768445183,0.231001278741,123.6,165.2,339.5,1000.0,820.9,266.7,67.91,57.0,48.07,34.87
case_6739,geom_673,train,36.85,6893000.0,0.244,-3.627,0.0,-0.160239582192,0.008739346547,0.127763391015,123.6,165.2,339.5,1000.0,820.9,266.7,67.91,57.0,48.07,34.87
case_6740,geom_674,train,34.92,6440000.0,0.4624,19.39,0.0,1.020617095054,0.106613542952,-0.8402224194,147.6,88.31,566.7,1000.0,660.0,225.2,72.64,52.98,44.45,39.54
case_6741,geom_674,train,30.73,1868000.0,0.2942,13.68,0.0,0.7049295597,0.053905116651,-0.581074333146,147.6,88.31,566.7,1000.0,660.0,225.2,72.64,52.98,44.45,39.54
case_6742,geom_674,train,12.97,16970000.0,0.4131,-1.634,0.0,-0.075679427695,0.005257015452,0.060744401743,147.6,88.31,566.7,1000.0,660.0,225.2,72.64,52.98,44.45,39.54
case_6743,geom_674,train,23.52,19780000.0,0.1785,-8.224,0.0,-0.401667881778,0.020150218408,0.326049419496,147.6,88.31,566.7,1000.0,660.0,225.2,72.64,52.98,44.45,39.54
case_6745,geom_674,train,24.42,6507000.0,0.08224,5.61,0.0,0.28904947416,0.013097124204,-0.238499228917,147.6,88.31,566.7,1000.0,660.0,225.2,72.64,52.98,44.45,39.54
case_6746,geom_674,train,0.9871,63070000.0,0.3358,4.019,0.0,0.215688066501,0.008306727828,-0.178971412254,147.6,88.31,566.7,1000.0,660.0,225.2,72.64,52.98,44.45,39.54
case_6748,geom_674,train,10.92,26910000.0,0.213,16.37,0.0,0.831012535209,0.071465919584,-0.681935844642,147.6,88.31,566.7,1000.0,660.0,225.2,72.64,52.98,44.45,39.54
case_6749,geom_674,train,38.03,3713000.0,0.1216,-5.645,0.0,-0.272272500707,0.012846008924,0.22101881499,147.6,88.31,566.7,1000.0,660.0,225.2,72.64,52.98,44.45,39.54
case_6750,geom_675,train,24.18,4771000.0,0.2967,-6.909,0.0,-0.305553971675,0.016059622936,0.218467418302,130.2,56.58,490.4,1000.0,809.9,183.7,65.35,54.82,45.57,36.44
case_6751,geom_675,train,34.74,10240000.0,0.1308,15.98,0.0,0.727436210306,0.066502433593,-0.528646285287,130.2,56.58,490.4,1000.0,809.9,183.7,65.35,54.82,45.57,36.44
case_6752,geom_675,train,0.03584,69500000.0,0.4016,2.215,0.0,0.110744652615,0.0052206404,-0.080494832545,130.2,56.58,490.4,1000.0,809.9,183.7,65.35,54.82,45.57,36.44
case_6753,geom_675,train,14.38,3358000.0,0.05609,18.39,0.0,0.832697604603,0.087298270254,-0.605589239705,130.2,56.58,490.4,1000.0,809.9,183.7,65.35,54.82,45.57,36.44
case_6755,geom_675,train,10.69,12170000.0,0.2469,13.13,0.0,0.605195929248,0.046813480148,-0.439570359529,130.2,56.58,490.4,1000.0,809.9,183.7,65.35,54.82,45.57,36.44
case_6756,geom_675,train,37.7,29680000.0,0.4915,7.116,0.0,0.347491414836,0.0177078371,-0.252503716145,130.2,56.58,490.4,1000.0,809.9,183.7,65.35,54.82,45.57,36.44
case_6757,geom_675,train,19.03,23260000.0,0.3583,1.196,0.0,0.062840940926,0.004839642693,-0.045990698044,130.2,56.58,490.4,1000.0,809.9,183.7,65.35,54.82,45.57,36.44
case_6758,geom_675,train,20.92,2759000.0,0.2028,-7.614,0.0,-0.333386766098,0.018551909026,0.238279112878,130.2,56.58,490.4,1000.0,809.9,183.7,65.35,54.82,45.57,36.44
case_6759,geom_675,train,30.38,28210000.0,0.4396,-1.628,0.0,-0.067865759427,0.004848696335,0.047820990428,130.2,56.58,490.4,1000.0,809.9,183.7,65.35,54.82,45.57,36.44
case_6760,geom_676,train,0.09318,31380000.0,0.2798,-0.6492,0.0,-0.027685228624,0.005071343311,0.017228586921,183.4,58.03,309.7,1000.0,691.1,202.9,72.81,49.77,55.88,24.41
case_6761,geom_676,train,28.36,10380000.0,0.171,2.052,0.0,0.099978241172,0.007019517097,-0.064051834329,183.4,58.03,309.7,1000.0,691.1,202.9,72.81,49.77,55.88,24.41
case_6762,geom_676,train,21.77,8176000.0,0.3854,17.02,0.0,0.837309498216,0.103398035715,-0.548646288188,183.4,58.03,309.7,1000.0,691.1,202.9,72.81,49.77,55.88,24.41
case_6763,geom_676,train,39.67,11800000.0,0.4623,-2.286,0.0,-0.10922729556,0.007205531182,0.069298679482,183.4,58.03,309.7,1000.0,691.1,202.9,72.81,49.77,55.88,24.41
case_6764,geom_676,train,19.67,8480000.0,0.235,6.223,0.0,0.299576018034,0.018001303566,-0.192128505182,183.4,58.03,309.7,1000.0,691.1,202.9,72.81,49.77,55.88,24.41
case_6765,geom_676,train,4.987,927000.0,0.08168,13.72,0.0,0.653752818636,0.066872551899,-0.424605832396,183.4,58.03,309.7,1000.0,691.1,202.9,72.81,49.77,55.88,24.41
case_6766,geom_676,train,24.4,28660000.0,0.4244,-7.678,0.0,-0.371446549906,0.023852488097,0.237482711797,183.4,58.03,309.7,1000.0,691.1,202.9,72.81,49.77,55.88,24.41
case_6767,geom_676,train,32.5,11780000.0,0.1376,-5.517,0.0,-0.255948647349,0.014568860314,0.162782857831,183.4,58.03,309.7,1000.0,691.1,202.9,72.81,49.77,55.88,24.41
case_6768,geom_676,train,11.63,47160000.0,0.3391,9.454,0.0,0.461338916709,0.033738055362,-0.297425561964,183.4,58.03,309.7,1000.0,691.1,202.9,72.81,49.77,55.88,24.41
case_6769,geom_676,train,13.12,22630000.0,0.1894,14.07,0.0,0.675308296057,0.068160478889,-0.438709622475,183.4,58.03,309.7,1000.0,691.1,202.9,72.81,49.77,55.88,24.41
